"","original","text"
"3107","The Martian, not nearly as divisive as my more recent reviews. It's also a good book too. https://t.co/unyqOENfkw @LookFilmReviews @cautionspoilers @andymannion77 @uren_marc @5minutemovieguy @UrbanAngel2020 @CheekyAzzi #TheMartian #filmreviews #movies https://t.co/tBgjwphOu3","martian not nearly as divisive more recent reviews is also good book too"
"3108","Lionel Atwill is a deranged waxworks genius, in Mystery Of The Wax Museum (1933) REVIEW https://t.co/DaeocyLWDD #filmreviews #lionelatwill","lionel atwill is deranged waxworks genius mystery wax museum review"
"3109","#Vampires set up home in modern-day Hastings, in Byzantium (2012) REVIEW https://t.co/iEvBiZBhKO #filmreviews","set home modern day hastings byzantium review"
"3110","New Borley Rectory film, an animated gho https://t.co/vJCOAbqpQt #borleyrectory #filmreviews #ghosthunting #harryprice #paranormalresearch","new borley rectory film animated gho"
"3111","Ghost Stories (2018), the sinful grandchild to Amicus horror classics https://t.co/JBt25O21tf #filmreviews","ghost stories sinful grandchild amicus horror classics"
"3112","Above average shark flick. 47 Metres Down (2017) https://t.co/1Lfh2pGm9Y #47MetresDown #sharks #Jaws #film #filmreviews #horror #sea #ocean","average shark flick metres"
"3113","Nasty happenings down Bodmin way, in X Moor (2014) REVIEW https://t.co/mqjfQQx7mB #filmreviews","nasty happenings bodmin way moor review"
"3114","We've given you a couple of days to go see it, but still, we managed the heroic feat of talking about #AvengersInfinityWar for 20 minutes and giving no spoilers. And some other films were released this week as well #gutsy #moviereviews #filmreviews
https://t.co/WpDYpaDujB","have given couple days go see managed heroic Featuring talking minutes giving spoilers other films were released week as well"
"3115","Comatose patient exacts revenge on tormentors, in Red Mist (2008) REVIEW https://t.co/2UGLIK6cEq #filmreviews","comatose patient exacts revenge tormentors red mist review"
"3116","Karloff and Lorre team up for The Boogie Man Will Get You (1942) https://t.co/BzrKXvVKRv #boriskarloff #filmreviews #peterlorre","karloff lorre team up boogie man get"
"3117","Five men. Five recurring nightmares. The Vault Of Horror (1973) https://t.co/xRUDIsdsO3 #amicus #doctorwho #filmreviews #vampires #voodoo","men recurring nightmares vault horror"
"3118","Robert Powell is the last man standing after a plane disaster, in The Survivor (1981) R https://t.co/oAZj0uMs0n #filmreviews #jamesherbert","robert powell is last man standing plane disaster survivor"
"3119","Jack the Ripper arrives in the 1940s, in The Lodger 1944 REVIEW https://t.co/sYkGWUP2Zv #eastlondon #filmreviews #jacktheripper #london","jack ripper arrives lodger review"
"3120","Tales That Witness Madness (1973) REVIEW https://t.co/dceLUuFRpm #donaldpleasence #filmreviews","tales witness madness review"
"3121","Prehistoric terror! Extinction: Jurassic Predators (2014) REVIEW https://t.co/vnXr94l18f #filmreviews","prehistoric terror extinction jurassic predators review"
"3122","H.P. Lovecraft comes to... Norfolk? The Shuttered Room (1967) REVIE https://t.co/VYKZdb0fy3 #filmreviews #hplovecraft #norfolk #oliverreed","h lovecraft comes norfolk shuttered room revie"
"3123","Hitchcock meets Jack the Rippe https://t.co/VRhUDg0NYg #alfredhitchcock #eastlondon #filmreviews #greaterlondon #jacktheripper #silentfilm","hitchcock meets jack rippe"
"3124","Mum and Dad (2008) REVIEW https://t.co/G2GJ3rJQBQ #filmreviews","mum dad review"
"3125","Something nasty lurks in a Swedish forest, in The Ritual (2017) REVIEW https://t.co/ywXCjx6ds8 #filmreviews","something nasty lurks swedish forest ritual review"
"3126","Demented dad goes crazy in the woods, in Axed (2012) REVIEW https://t.co/EAXQK6C8XG #filmreviews","demented dad goes crazy woods axed review"
"3127","The Black Cat 1934 REVIEW: Karloff vs. Lu https://t.co/B690qhZKyi #belalugosi #boriskarloff #edgarallanpoe #filmreviews #universalpictures","black cat review karloff versus"
"3128","The Frozen Dead (1966) REVIEW https://t.co/SrrdquPyb8 #filmreviews #richardphillipsjones #zombies","frozen dead review"
"3129","An Irish road trip into terror - In Fear (2013) REVIEW https://t.co/gUO9K2MvEX #filmreviews #ireland","irish road trip terror fear review"
"3130","The latest The matt hatton Daily! https://t.co/gcGfNbldPD #filmreviews","latest matt hatton daily"
"3131","I will also use a bunch of trivial #hashtags in order to lure the unwary public to my #FilmReviews at https://t.co/KXoUuHViqK. You could say this strategy is #shameless, but it matters little so long as I gain publicity and fame for my plight in the process.","i also use bunch trivial order lure unwary public"
"3132","Two Boris Karloffs for the price of one! The Black Room (1935) REVIEW https://t.co/RM9psn1uIh #boriskarloff #filmreviews","boris karloffs price black room review"
"3133","The Hallow (2015) REVIEW https://t.co/ZmlhjoBzF3 #filmreviews","hallow review"
"3134","Nicholas Vince's 'The Night Whispered' gives us the shivers https://t.co/UbrYyW80G0 #filmreviews","nicholas night whispered gives shivers"
"3135","A suicidal widow encounters a ghostly presence, in Soulmate (2013) REVIEW https://t.co/w95RrcXomC #filmreviews","suicidal widow encounters ghostly presence soulmate review"
"3136","Smallbrook upload brand new episodes of our movie review show every Sunday at 6pm <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7> time. 

https://t.co/hx9kgDlzIl

Watch it is featured together with past episodes in this playlist. 

#Filmreviews #movies","smallbrook upload brand new episodes movie review show sunday pm ac time"
"3137","The Canterville Ghost 1996 REVIEW https://t.co/Xard0kcRl6 #filmreviews #oscarwilde #thecantervilleghost","canterville ghost review"
"3138","Werewolf curse haunts English family, in The Undying Monster (1942) REVIEW https://t.co/l61UgXQyc4 #filmreviews #werewolves","werewolf curse haunts english family undying monster review"
"3139","Telepathic terror in The Sender (1982) REVIEW https://t.co/8bahhhOGXe #filmreviews","telepathic terror sender review"
"3140","I #changedmymind. I can leave writing the other #filmreviews for another day. I'm gonna #conentrate and watch the whole #week of #Corrie #CoronationStreet and #EastEnders now. We'll see what we're doing #next after they're #finished","i leave writing other day am going watch whole see are doing are"
"3141","The Golem comes to London! Roddy McDowall stars in It! (1967) REVIEW https://t.co/wpk3cLZ4MR #filmreviews","golem comes london roddy mcdowall stars review"
"3142","I thought I'd be able to watch #Corrie #CoronationStreet and #EastEnders, and to write #filmreviews at the same time. But obviously it is #distracting doing both. So I'll watch the #soaps later and #concentrate on reviews","thought be able watch write same time is doing watch later reviews"
"3143","#GoodMorning I'm currently writing two or three #filmreviews. I'm also watching the whole #week of #soapoperas #Corrie #CoronationStreet and #EastEnders","am currently writing am also watching whole"
"3144","Jack the Ripper arrives in the 1940s, in The Lodger 1944 REVIEW https://t.co/sYkGWUP2Zv #eastlondon #filmreviews #jacktheripper #london","jack ripper arrives lodger review"
"3145","Prehistoric terror! Extinction: Jurassic Predators (2014) REVIEW https://t.co/vnXr94l18f #filmreviews","prehistoric terror extinction jurassic predators review"
"3147","An ultra-quick review of: #GreenRoom.

A violent film about punks vs nazis.

https://t.co/02ucSPcUu5

#filmreview #film #review #blogger #movies #horrormovies https://t.co/W7mdONABAu","ultra quick review violent film punks versus nazis"
"3148","#LoveSimon (5/10) The film tries very hard. The premise makes sense and the high school seems realistic. The storyline is slow and lacks direction at times. Major developments are lackluster and could have been better. #Filmreview","film tries very hard premise makes sense high school seems realistic storyline is slow lacks direction times major developments are lackluster have been better"
"3149","Wildling | <U+2605><U+2605><U+2605> | Movie Review

https://t.co/M08qB92x68

#SpoilerFree #Movies #FilmReview https://t.co/MR9oIMr1zW","wildling movie review"
"3150","#Annihilation ""A gripping sci-fi spectacular that's richly designed and filled with modest philosophical questions."" https://t.co/RWBoijDfys 4/5 #filmreview","gripping sci fuck spectacular is richly designed filled modest philosophical questions"
"3151","#FilmReview #Sicario One of the best thrillers and technically sound films I’ve seen in years. Casting, cinematography, set pieces and direction all brilliant. Real edge of your seat stuff and tension by the bucketloads. Can’t wait for #SicarioSoldado 10/10<f0><U+009F><U+008D><U+008C>","best thrillers technically sound films ve seen years casting cinematography set pieces direction brilliant real edge seat stuff tension bucketloads wait you see"
"3152","John Woo's new film Manhunt has everything people love about the Woo of the 1980s and 1990s: acrobatic gunplay, ludicrous melodrama and doves!

#moviereview #filmreview #JohnWoo #actionmovie #moviestowatch
https://t.co/Y3A7gDNaXx https://t.co/C6pvKP7Sxo","john woo new film manhunt has everything people love woo acrobatic gunplay ludicrous melodrama doves"
"3153","#FilmReview | #Anon is Timely in Theme, Outdated in Execution https://t.co/niwnA0HiSF https://t.co/ezL3OGmpdy","is timely theme outdated execution"
"3154","Film Review | Lean On Pete – An Odyssey Into The American Heartland

#moviereview #filmreview #moviemonday #moviestowatch 
https://t.co/y6svLlJTiJ https://t.co/ym0qDu4yeI","film review lean pete odyssey american heartland"
"3155","#Filmreview Battle of the Damned <U+2605><U+2605> Imagine if in 2013 they made Escape from New York again but instead used an elderly Dolph Lundgren, shot it in Malaysia &amp; replaced baddies with zombies fighting robots. No need to imagine any more! Stoopid of course but fun regardless. https://t.co/HtViWDwWe5","battle damned imagine made escape new york again instead used elderly dolph lundgren shot malaysia replaced baddies zombies fighting robots need imagine more stupid course fun regardless"
"3156","The Assignment: Horror Podcast is back with The Godmonster Of Indian Flats! #horror #horrorpodcast #podcast #soundcloud #itunes #filmreview https://t.co/UqncrPVsg8","assignment horror podcast is back godmonster indian flats"
"3157","#ForgetParis (2/10) This film really tries to provide comedy. The thing is, Billy Crystal is not funny. The lines are mundane and need a rewrite. Debra Winger also joins the sleepwalking club in this film. The best parts of the movie are the friends telling the story. #Filmreview","film really tries provide comedy thing is billy crystal is not funny lines are mundane need rewrite debra winger also joins sleepwalking club film best parts movie are friends telling story"
"3158","Latest blog post is a review of the 1952 Italian neorealist film, “Umberto D.” #FilmReview #Movies","latest web log post is review italian neorealist film umberto"
"3159","@by_reviews C'Mon Chris! Get back into the #filmreview game! We need you! Here here... send us a DM and you can start with our first flick...you know... just to get your feet wet! https://t.co/wqgdaoXBQm","mon chris get back game need here here send deathmatch start first flick know just get feet wet"
"3160","In his latest article @SheldonBarrocks<U+200B> reviews the Lebron produced #documentary The Carter Effect, which he calls ""a Vince Carter love affair and not an objective film."" #thevincecartereffect #vincecarter #filmreview #WeTheNorth #raptors #nba https://t.co/W5LJGFCPd3 https://t.co/YkzyZsCqCy","latest article b reviews lebron produced carter effect calls carter love affair objective film"
"3161","Today's blog post from me: #filmreview A Cambodian Spring: https://t.co/NTuyj7T18T #Cambodia https://t.co/YQZLz1pjmm","today web log post cambodian spring"
"3163","#KarateKid Part 1-3 Review Playlist 

Relive the epic saga of how Daniel LaRusso became a karate legend...in the greater San Fernando Valley.

Please excuse the sneezing fit around the 3:00 mark of Part 2. I couldn't edit it out

#cobrakai #filmreview

https://t.co/5iygTntQL2","part review playlist relive epic saga how daniel larusso became karate legend greater fernando valley please excuse sneezing fit mark part not edit"
"3164","Trouble Is My Business - Movie Review https://t.co/6iZLOWTgjb via @YouTube #filmreview #moviereview","trouble is business movie review"
"3165","’Exhaustion, nappies, milk, feed, pump, exhaustion. Repeat. Repeat. Repeat.’

Did you watch @TullyMovie from @JasonReitman this weekend?

Here's our review:

#FilmReview #Tully #CharlizeTheron
 https://t.co/CvSn3NQXEH","exhaustion nappies milk feed pump exhaustion repeat repeat repeat did watch weekend here review"
"3166","@donaldglover  This is amazing and speaks so hard and true to me with a blunt like feeling of a surrealism in which our society has pushed onto ourselves. This to me breaks the fifth wall! #Childish_Gambino #reviews #donaldglover #Art #musicvideo #filmreview #society #social #now https://t.co/KrDtcXI4AC","is amazing speaks so hard true blunt feeling surrealism society has pushed breaks fifth wall"
"3167","Exhaustive and emotional, #TheIceKing is a finely-drawn portrait of a remarkable talent. https://t.co/i2RSJbidX6 #filmreview via @Clocommunicates https://t.co/8ju4dTNExm","exhaustive emotional is finely drawn portrait remarkable talent"
"3168","John Woo, director of Face/Off, The Killer and Hard Boiled, returns to Asian action cinema with his new movie Manhunt

#MovieReview #filmreview #action 
https://t.co/Y3A7gDNaXx https://t.co/kyJiB23tp3","john woo director face killer hard boiled returns asian action cinema new movie manhunt"
"3169","New blog launched <f0><U+009F><U+009A><U+0080> Movie review of Avengers <f0><U+009F><U+009B><U+00B8> Spoiler warning <U+26A0><U+FE0F> link in bio <f0><U+009F><U+0091><U+00A9><f0><U+009F><U+008F><U+00BC><U+200D><f0><U+009F><U+0092><U+00BB> #avengers #AvengersInfinityWar #avengersinfinitywarSpoilers #MovieReview #filmreview #plotholes #portals #newblogpost https://t.co/sqppvDxZcJ","new web log launched movie review avengers you spoiler warning fef link bio you you d bye bye"
"3170","From Parable To Reality | The Matrix Reloaded 25 Years On

#MovieReviews #filmreview #TheMatrix #TheMatrixReloaded
https://t.co/nhIRkKJb35…aded-25-years-on/ https://t.co/RfjaxxZyeA","parable reality matrix reloaded years"
