"","text","b"
"3268","like keeps edge seat not go wrong is out dvd now read review here",1
"3269","checkout review movie avengers infinity war",1
"3270","check",0
"3271","new dvd ai s refugee documentary stuns scope scale",1
"3272","new video week shades freed review",1
"3273","role deckard",0
"3274","ultraquick review violent film punks versus nazis",-1
"3275","watch les vampires silent era serial main inspiration olivier assayas vep read",1
"3276","action sequences electrifying battle armies",-1
"3277","batman robin terrible batman film hilarious s comedy check review decide",1
"3278","looking funny film watch kids check",1
"3279","review post is",0
"3280","just saw new emily blunt movie where basically characters fart too loud die was hoping characters just eat can Oh beans get",-1
"3281","better",1
"3282","are young movie review",1
"3283","get real show etc review",0
"3284","is entirely unvarnished look reality being parent sleep stress physical changes deep painful impact s entire identity",-1
"3285","God not fight par surely review season",1
"3286","is season time well check God binge hours",-1
"3287","new al pacinos back tune carstens review",1
"3288","is season worth God tell",1
"3289","movie review fishbowl california movie laughs heart",1
"3290","binged almost hours review is professional",1
"3291","new carsten reviews blindingly honest motherhood dramedy starring charlize",1
"3292","returns gritty part reviews season",-1
"3293","fitfully amusing",1
"3294","fancy film bank holiday monday why not watch goodbye christopher robin",1
"3295","film",0
"3296","looking funny film watch kids check",1
"3297","harry potter chamber secrets wizards collection movie review ratings kids",0
"3298","see being favourite films year",0
"3299","second viewing",0
"3300","project dayfilm nightmare elm street freddys revenge directed jack sholder starring robert englund mark patton kim myers robert rusler",-1
"3301","inspired generation",1
"3302","join people right now review tully",1
"3303","you masterful deeply resonant treatise terror taking emotional leaps dilan gunawardana reviews body soul written directed ildik f enyedi abr arts",0
"3304","great characters",1
"3305","feel pretty movie review amy schumers feel pretty is less convincing",1
"3306","get real show etc review",0
"3307","isle dogs",0
"3308","potent equine drama is more boy horse story",0
"3309","case missed overstuffed incredibly fun deliver minor miracle",1
"3310","maze runner death cure movie review putting cap yeah plague",-1
"3311","cinema is not magic is technique science technique born science service will will workers free irma vep",1
"3312","project dayfilm assault precinct directed john carpenter starring austin stoker joston laurie zimmer full review here",-1
"3313","s uk",0
"3314","beautifully ambient",1
"3315","join people right now hot docs film review exit music",1
"3316","final film battle armies",-1
"3317","oldman consumes churchill darkest hour",-1
"3318","omerta movie review surprisingly passionless biopic omar saeed",0
"3319","case missed video latest episode is up youtube channel check out give like maybe leave comment",-1
"3320","check movie review film not ub ufef",0
"3321","looking funny film watch kids check",1
"3322","special effects battle armies",1
"3323","fighting mortality",-1
"3324","scenes smaug battle armies",-1
"3325","woven fabric",0
"3326","art movie review",1
"3327","elf dwarf battle armies",-1
"3328","keiran just finished talk new avengers infinity war hours is longer iw podcast be up point future",1
"3329","film review black panther",-1
"3330","carbon arc winter reviews",0
"3331","movie review artsy attempts investigate gender neutrality leaves neutral impressionmovie review artsy attempts investigate gender neutrality leaves neutral impression",1
"3332","get real show etc review",0
"3333","is finally theaters have doubt is watch weekend here s review",-1
"3334","rediscovered initial review batman v superman i was not very kind",1
"3335","new appalling suffering middleaged white dude",-1
"3336","just seen new film check pm uk time next episode show thoughts",1
"3337","cinemas weekend",0
"3338","feel pretty movie review",1
"3339","dream electric sheep",1
"3340","here is",0
"3341","looking funny film watch kids check",1
"3342","new review f uf ue uac",1
"3343","thanos rules has already broken box office here s why",-1
"3344","human condition",0
"3345","venture makes audience laugh turns be film made promote message rather entertain click link read full review",1
"3346","week movie review adam sandlers better films is not saying much entertainment news firstpost",1
"3347","fast loose battle armies",1
"3348","bard dragon slayer battle armies",-1
"3349","beautiful amazing scary",1
"3350","amazing awardwinning gather daughters vein get",1
"3351","window particular corner middle eastern strife is fascinating stuff reviews selected films winter season",-1
"3352","get real show etc review",0
"3353","human replicants",0
"3354","project dayfilm phantom paradise directed brian palma starring paul williams finley jessica harper gerrit graham george memmoli",0
"3355","join people right now overboard review romcom remake better original",1
"3356","departures directed yojiro",0
"3357","has great message selling empowerment product kills fun",1
"3358","going back animated classic titan ae retrospect",1
"3359","courtesy",1
"3360","cnn films doc is pretty straightforward less compelling exploration life times supreme courts original gangster",1
"3361","is way ahead box office is not only movie multiplex carstens current reviews including more",1
"3362","visit website depth reviews",1
"3363","join people right now tully review astonishing charlize performance best movies year",1
"3364","want see beautiful open very heartwarming movie then go see first chance get read review amazing film",1
"3365","haighs last film years quietly creeped am sure latest today",0
"3366","looking funny film watch kids check",1
"3367","today uk cinemas always been fan charlize theron so give go",0
"3368","cyberpunk world",0
"3369","folks so as well coffee reviews i have started writing gamemovie reviews heres link first review new clive owen movie anonymous",1
"3370","join people right now anonymous film review",1
"3371","reviews features",0
"3372","good story",1
"3373","get real show etc review",0
"3374","last chance see big screen tonight jon hamm rosamund pike genre thrills political cynicism",1
