"","text","b"
"3444","disobedience finds joy agony quietly repressed lives",-1
"3445","take look rip movies late week",-1
"3446","tolkien battle armies",-1
"3447","steamy los world",0
"3448","avengers war movie review",-1
"3449","mirren sutherland are unlikely pair make magic happen",-1
"3450","looking funny film watch kids check",1
"3451","review fits",0
"3452","jumanji welcome jungle is released dvd today here are thoughts",1
"3453","years old",0
"3454","onze van hobbyhorse revolution",0
"3455","need work personality review cherry do science fiction do",0
"3456","halloween thoughts",0
"3457","project day film labyrinth directed jim henson starring david bowie jennifer connelly brian henson dave goelz",-1
"3458","mentions wagner so maybe get analogy is showing last hour ftterd complaining nothing is being explained presumes care get",0
"3459","black panther",-1
"3460","review disobedience",-1
"3461","is sunday funday watch schlep amazon leave review deathmatch interview link",-1
"3462","avengers war movie review",-1
"3463","get real show etc review",0
"3464","works well is typically smooth handling character chaos impeccable casting",1
"3465","made",0
"3466","scott dystopian world",0
"3467","interesting plot come check review",-1
"3468","new video",1
"3469","review seconds",0
"3470","is cinema blockbuster have never seen is future cinema vote",-1
"3471","meanders taking detour up close character study epic wide screen american yarn",1
"3472","guys are right now is because right now am working short type i still have many guess have wait you",1
"3473","los adioses link here",0
"3474","spoiler free infinity war review",-1
"3475","was surprised battle armies",-1
"3476","do think loki mcu",0
"3477","sunday movie picks",0
"3478","fast moving images",1
"3479","years earth you freaky cerebral british hero professor quatermass taking mysterious object found london underground excellent",1
"3480","proud film",1
"3481","movie review see aussie doco unsung music legend",1
"3482","looking funny film watch kids check",1
"3483","join people right now hope glory dvd review porfle cinema films",1
"3484","is great film denial normal think kransinkis beard is significant enough include micro review much liked",1
"3485","keeps edge seat not go wrong is out dvd now read review here",1
"3486","hard believe",-1
"3487","film review rampage",-1
"3488","flash movie review traffik",0
"3489","action sequences electrifying battle armies",-1
"3490","great pretender",-1
"3491","time ilhan film review tribeca",0
"3492","imitation game",-1
"3493","spoiler review avengers was harder write first thought so much talk about not wait see",-1
"3494","project day film aliens directed james starring sigourney weaver michael paul reiser lance henriksen bill paxton full review here",0
"3495","marvel cinematic universe reviewed carsten knox",1
"3496","get real show etc review",0
"3497","entertained inspired",1
"3498","more anyone want superhero extravaganza anticipating second helping as soon exit cinema carsten reviews",1
"3499","keeps edge seat not go wrong is out dvd now read review here",1
"3500","join people right now great pretender film review tribeca",1
"3501","honor is interesting story intriguing characters leaving wanting more",1
"3502","empire strikes back",0
"3503","good things avengers age ultron",1
"3504","dreaming black thought provoking comedy serious undertones",-1
"3505","avengers war movie review",-1
"3506","just doing see news pieces reviews more relating things film",1
"3507","being reborn",1
"3508","keeps edge seat not go wrong is out dvd now read review here",1
"3509","maze runner death cure",1
"3510","just posted ready player film review web log",1
"3511","is solid plot",-1
"3512","looking funny film watch kids check",1
"3513","isle dogs film review decent greatest achievement",1
"3514","good morning you",1
"3515","keeps edge seat not go wrong is out dvd now read review here",1
"3516","big weekend here thought",1
"3517","post edited bollywood way",-1
"3518","want be movie critic here chance find",-1
"3519","want be movie critic here chance find",-1
"3520","gets loved",1
"3521","want be movie critic here chance find",-1
"3522","want be movie critic here chance find",-1
"3523","want be movie critic here chance find",-1
"3524","want be movie critic here chance find",-1
"3525","want be movie critic here chance find",-1
"3526","want be movie critic here chance find",-1
"3527","want be movie critic here chance find",-1
"3528","gets funny",1
"3529","want be movie critic here chance find",-1
"3530","want be movie critic here chance find",-1
"3531","want be movie critic here chance find",-1
"3532","going movies week other week is wonderful treat however when go group saying lol be expensive was silly movie star life you f",1
"3533","want be movie critic here chance find",-1
"3534","watching level complexity is mind blowing looks discussion tomorrow f f e you",1
"3535","are real stand performances big Network Interface Card cage fans was disappointing see largely go motions film read review here",-1
"3536","want be movie critic here chance find",-1
"3537","want be movie critic here chance find",-1
"3538","gets boring",-1
"3539","is now live go hit subscribe video reviews coming soon",-1
