"","text","b"
"2838","#TheShapeOfWater reaction on #StardustApp #SallyHawkins #MichaelShannon #GuillermoDelToro #DoubleDareYouProductions #moviereview #moviecritic #cinema #cinemaniac #atthemovies #criticstardust #criticcorner #driveintotal #rollthepicture #refill https://t.co/zr9kDXsBvQ https://t.co/f9l9WVntX3",0
"2839","Happy opening! ðŸ¾https://t.co/PNVEsFhTap wishes a happy #openingnight to #ThreeTallWomen
#theaterreview posting #openingnight
tw: frontmezzjunkie 
IG/tumblr/FB: #Frontmezzjunkies
#OuterCriticsCircle voting member and sometimes #MovieCritic",1
"2840","Rewatching #CaptainAmericaCivilWar. A great 2h 28m of pure greatness. Before watching it for the first time, they have you pick a side. By the end of it, you end up understanding both sides. Action great, performances great, all in all a â€œA+â€ Film. #MovieCritic #movies #Avengers https://t.co/7jh2bb8zmr",1
"2841","Why do you have some one dressed as a #GangBanger as a #MovieCritic sorry I believe even non-white people can dress as adults unlike your station believes #Racist #Houston #Movies https://t.co/G0ZedjM1aP",-1
"2842","Here goes nothing! Any requests for micro-reviews or @StardustApp reactions? Be gentle with me, because if there are too many 'Troll 2' or 'Human Centipede' requests, I will lose faith in humanity. #requests #moviecritic",1
"2843","My #MovieCritic @amazonecho #Alexa skill is now available in Australia and Canada, in addition to the US and UK. Git it a go. @alexadevs @traktapi ðŸ¤– https://t.co/mAWAr3TaAL",1
"2844","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2845","As promised my 3rd movie review is up! If they hear you, they hunt you. https://t.co/cci4W0qhPz @_aquietplace #AQuietPlace #moviereview #filmreview #movies #film #filmcritic #filmreviewer #kerinskorner https://t.co/YCXKO2CW7y",1
"2846","Rise Up! New review of  Pacific Rim: Uprising! @PacificRimMovie https://t.co/l9RL9dJMLm #PacificRimUprising #PacificRim #PacificRim2 #johnboyega #moviereview #filmreview #filmcritic #movies #kerinskorner https://t.co/RrV6GhwAZ9",1
"2847","The Commuter was as expected poor. Liam Neeson needs to give up making the same shitty action films. 5/10 #FilmCritic",-1
"2848","It's Friday and 3pm! Tune in to #picturelock live on WERA 96.7FM. Live stream: https://t.co/cHUiFwfxNq #moviereview #supportindiefilm #film #filmcritic #indiefilm #movies #goodtimes Read more and like us on #facebook! https://t.co/sjoW8oJYkN",1
"2849","#Screamers #ScreamersMovie Directed by #DeanMatthewRonalds.
Starring #TomMalloy #ChrisBannow, #AbbiSnee #GriffinMatthews, #EmanuelaGalliussi, and #TheodoraMiranne #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film https://t.co/slQ8v7Aba0",0
"2850","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvgZeHI",1
"2851","A review of the outstanding @Netflix original GERALD'S GAME. Based on the @StephenKing novel of the same name. Awesome, taut, and terrifying.

https://t.co/iXdtWgTXU4

#MovieReview #FilmCritic #Critic #Horror #HorrorFilm https://t.co/DWLWnwkE2F",-1
"2852","Alicia Fletcher: your mom's favorite #filmcritic https://t.co/42iGygo0fR",1
"2853","My #thoughts on #aquietplace 
#filmcritic 
#freeticket
#cantcomplain https://t.co/oPnGxj0Brw",0
"2854","Greatest Showman Movie Review 5 key Issues! #hughjackman #GreatestShowman #zacefron #MovieReview #filmcritic - https://t.co/0Sg3GajnEW",1
"2855","I, Tonya, Movie Review - 5 key issues!! #ITonya #MovieReview #filmcritic #Films #MargotRobbie #iceskating #movies  - https://t.co/cHJz97lDkQ",0
"2856","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2857","Just saw the refreshingly funny &amp; poignant  @FunnyCowFilm w/ #maxinepeake after #IGotLife I ðŸ™ðŸ¿ this is a flood not a trickle of strong, female led #films in 2018 that make me proud to be a 40 yr old female #filmcritic &amp; finally recognise myself on screen! #womeninfilm #mustsee https://t.co/pJlkD543Dg",1
"2858","#filmcritic seeking to #supportindiefilm! Do you have an awesome #film, #webseries, or #tv show? https://t.co/ja1U9fFpUP #podcast #radio",1
"2859","My memories of the great film critic Roger Ebert, who passed away five years ago today: https://t.co/0k7N3HABV1 #RogerEbert #filmcritic ðŸ“·: Frederick M. Brown/Getty Images https://t.co/bV4MyvKzrA",-1
"2860","Netflix canâ€™t seem to go wrong with tv shows. Seven Seconds is another great for the list. 7/10 #SeriesCritic #FilmCritic",-1
"2861","Hard to believe itâ€™s been five years since we lost masterful critic Roger Ebert. Hugely missed. Irreplaceable. Think he wouldâ€™ve loved some of the films of the past few years. #RogerEbert #filmcritic #critics #filmreviews #missed 
@ebertvoices https://t.co/KeMrN8Brr9",-1
"2862","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2863","Check out my review of @tombraider Raider - 2018 starring #AliciaVikander to find out why this might just be the best video game-movie adaptation! #tombraider2018 #curiousaboutmovies #tombraidereview #filmcritic #videogamemovies
https://t.co/9FP38Zmygf https://t.co/sHrSZlm8FQ",1
"2864","Scary movie time! I have been hearing amazing things about this movie so far. 
About to watch @quietplacemovie @johnkrasinski #AQuietPlace 
.
.
********
#abouttoreview #review #moviereview #movie #podcast #filmcritic #Seattle #WA #SeattleFilmCriticSociety #SFCS #HorrorMovies https://t.co/fzPM6QvR3C",0
"2865","Do you love watching movies and aspire to be a film critic? Find out how to get there in our #MMSBlog: https://t.co/PQ2huvvMHx #BeOnAir #Miami #Broadcasting #Brickell #Film #Critic #FilmCritic #Blog #WeAreMMS #TV #Television #Radio https://t.co/ykb4veD0gz",1
"2866","Mollys Game, was surprisingly entertaining. Aaron Sorkin is making some serious movies recently. 6/10 #FilmCritic",1
"2867","The Scariest Film of 2018 You Havenâ€™t Heard of Yet. @DoNatoBomb #SatansSlaves #PengabdiSetan #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film #Movie #Critic #Horror #JustGonnaSendIt @SlashFilmDaily https://t.co/SKZo9254Zx",-1
"2868","If anymore film reviewers would like a screener for @ferrymanmovie please get in touch ðŸŽ¬

#HorrorMovies #FilmTwitter #filmreview #filmcritic #filmblog https://t.co/qNCQe3rIU1",1
"2869","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2870","@thebigshort is an awesome film. #Recommended to anyone who wants to get their head around the financial crash...plus the guy who plays Schmidt from #NewGirl is in it ðŸ’…ðŸ»

...Oh and I guess itâ€™s kinda fun to have a #filmcritic as a viewing buddy ðŸ™„ðŸ˜‰ https://t.co/0lVGvYH8ww",1
"2871","[Trailer] Ibrahim Ariss: The Interview #Lebanon #Cinema #IbrahimAlAriss #FilmCritic https://t.co/zjJmoA0MML",0
"2872","#filmcritic seeking to #supportindiefilm! Do you have an awesome #film, #webseries, or #tv show? https://t.co/ja1U9fFpUP #podcast #radio",1
"2873","Our friend Dr. Shock has reviewed 2,496 films in just 2,794 days on his @dvdinfatuation blog, to say nothing of all the films heâ€™s reviewed on our podcast and the half dozen other podcasts heâ€™s been a co-host on during that time! 4 to go!  #cinephile #filmcritic #dvdinfatuation https://t.co/erO4ZoFTHX",1
"2874","The Return of The Living Dead drinking game? Why not?! #TheReturnofTheLivingDead   #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film #Movie #Critic #Horror @LinneaQuigley @DoNatoBomb @DreadCentral #JustGonnaSendIt https://t.co/KiYeJrNlrT",-1
"2875","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2876","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2877","In flight movies watched and reviewed
3 billboards - brilliant.               Kingsman - crazy.                       War on the planet of the apes - rubbish.            #filmcritic #Film2018",-1
"2878","@readyplayerone is like watching a master at work, because we are. Great pop culture bits/pieces for those of us raised in the 80's. If you played games, are playing games, or not! Get ready for @readyplayerone - You won't regret the joyride. #filmcritic review Monday on @HR_Show https://t.co/Sjj7sD2smh",1
"2879","#filmcritic seeking to #supportindiefilm! Do you have an awesome #film, #webseries, or #tv show? https://t.co/ja1U9fFpUP #podcast #radio",1
"2880","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2881","#TombRaider (2018): 5/10

â€œVikander does what she can with a script that is cringeworthy and clichÃ©d in places, and a plot with plenty of flaws.â€

Read our review here:
https://t.co/J5imOvM9f5

#FilmReview #MovieReview #FilmCritic #MovieCritic #LaraCroft https://t.co/V1SjSEqqXG",-1
"2882","It's Friday and 3pm! Tune in to #picturelock live on WERA 96.7FM. Live stream: https://t.co/cHUiFwfxNq #moviereview #supportindiefilm #film #filmcritic #indiefilm #movies #goodtimes Read more and like us on #facebook! https://t.co/sjoW8oJYkN",1
"2883","Isle of Dogs is vintage Wes Anderson. Irresistible charm with an ever so tasteful amount of quirk. His standard of excellence was met. Would recommend. And now imma #filmcritic ðŸ•ðŸ¶",1
"2884","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2885","Iâ€™ll be sending out critic screeners of my feature film THE FERRYMAN on Monday, if thereâ€™s any critics/film bloggers out there that fancy giving it a review, please get in touch âœŒï¸

#FilmTwitter 
#SupportIndieFilm 
#FilmCritic
#HorrorMovies https://t.co/glLPQT8tb7",1
"2886","A wonderful @JoshTalksLive by one of the best #FilmCritic @MeenakshiShedde ji 
https://t.co/xG6MBwQe6B

Must Watch @bindug20 @SoravJain
@rohitjswl01 @sathishmsk @crhemanth  @isalilsand
@baradwajrangan @annavetticad @JalapathyG @N_sujatha08  @aavishhkar @nkpallaviSri @meenakarnik",1
"2887","YES!!! MADE IT TO 300! #Youtuber #YouTube #FilmTwitter #filmcritic https://t.co/OR6GQ9EkYw",1
"2888","Settle in for an evening of rain-swept streets, femme fatales and doomed heroes as film critic @StephenWhitty examines the moody world of #filmnoir. #maplewoodvillagenj #maplewoodnj #maplewoodvillage #southorangenj#soma #filmcritic #starledger #njdotcom #somas #somas80 https://t.co/YUOL1xCBtx",-1
"2889","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2890","#filmcritic seeking to #supportindiefilm! Do you have an awesome #film, #webseries, or #tv show? https://t.co/ja1U9fFpUP #podcast #radio",1
"2891","@Chris_Stuckmann Hey Chris, what are your thoughts on physical media vs. digital? Iâ€™m in the process of loading my movies onto iTunes, mainly for space. #Auditorium6 #FilmCritic @theFLICKpick",0
"2892","Good morning folks!! Have an awesome day! Watch something good! #goodvibes #filmcritic #film #movies https://t.co/BerBvhgQ6i",1
"2893","Sherlock Gnomes MOVIE REVIEW ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ðŸ˜‘ https://t.co/o4HYQfTPJK via @YouTube #SherlockGnomes #animation #SherlockGnomesmovie #Moviereview #filmcritic #youtube",1
"2894","review of A Quiet Place (2018). #review #wordpress #blog #cinema #movie #critic https://t.co/a58LWlReae https://t.co/rlxQ9MpiaW",-1
"2895","Full #horror #film review of @quietplacemovie. #AQuietPlace is a terrifying creature-feature that will leave you â€œspeechless.â€ An intelligent horror #movie, it is a prime example of commitment to visual #storytelling! @platinumdunes #filmreview #critic https://t.co/RD9IwsIXp6",-1
"2896","Review of ISLE OF DOGS @isleofdogsmovie @tynesidecinema 
https://t.co/8yDpYN51jW
#film #movie #animation #review #critic #criticism #feminism https://t.co/DJrukEjKq1",-1
"2897","I am a movie critic from Northern California recapping and reviewing both movies and documentaries. I mostly enjoy documentaries. I am also a book reviewer with an interest in true crime and crime suspense books. #movie #critic #BookReview #blogger #films https://t.co/vO046BxfEW",1
"2898","The Scariest Film of 2018 You Havenâ€™t Heard of Yet. @DoNatoBomb #SatansSlaves #PengabdiSetan #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film #Movie #Critic #Horror #JustGonnaSendIt @SlashFilmDaily https://t.co/SKZo9254Zx",-1
"2899","The Return of The Living Dead drinking game? Why not?! #TheReturnofTheLivingDead   #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film #Movie #Critic #Horror @LinneaQuigley @DoNatoBomb @DreadCentral #JustGonnaSendIt https://t.co/KiYeJrNlrT",-1
"2900","review of Ready Player One (2018). #wordpress #film #blog #cinema #review #readyplayerone #critic #movie https://t.co/Ujd8M2sU1F https://t.co/5MdvtqIJZh",-1
"2901","review of Acrimony (2018). #wordpress #blog #cinema #movie #acrimony #film #critic #review https://t.co/ZPnOWPRSEi https://t.co/wq32Hi45rJ",-1
"2902","Review of THE THIRD MURDER from @ZombieKnitten Currently showing @HOME_mcr https://t.co/gNv01XXldi
#film #movie #review #critic https://t.co/Q1DVnPpiSg",-1
"2903","Full #horror #film review of @quietplacemovie. #AQuietPlace is a terrifying creature-feature that will leave you â€œspeechless.â€ An intelligent horror #movie, it is a prime example of commitment to visual #storytelling! @platinumdunes #filmreview #critic https://t.co/RD9IwsIXp6",-1
"2904","Review of ISLE OF DOGS @isleofdogsmovie @tynesidecinema 
https://t.co/8yDpYN51jW
#film #movie #animation #review #critic #criticism #feminism https://t.co/DJrukEjKq1",-1
"2905","One of my favorite horror films of recent years and a hidden gem. The world created reels you in and even though you want to look away, the film does not let you. Highly reccomend 9.3/10 #AQuietPlace #Thriller #Horror #Film #Critic #FilmGeek https://t.co/JEmyBuFUZp",-1
"2906","""5 out of 5 stars A 'beastial' adrenalin rush for the mind &amp; body"", #Film #critic and renowned #horror film lecturer, Donato Totaro #werewolves #thriller #suspense https://t.co/cawEvWw7o9 #NetGalley #horror https://t.co/0vxBXMOowl",-1
"2907","Do you love watching movies and aspire to be a film critic? Find out how to get there in our #MMSBlog: https://t.co/PQ2huvvMHx #BeOnAir #Miami #Broadcasting #Brickell #Film #Critic #FilmCritic #Blog #WeAreMMS #TV #Television #Radio https://t.co/ykb4veD0gz",1
"2908","The Scariest Film of 2018 You Havenâ€™t Heard of Yet. @DoNatoBomb #SatansSlaves #PengabdiSetan #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film #Movie #Critic #Horror #JustGonnaSendIt @SlashFilmDaily https://t.co/SKZo9254Zx",-1
"2909","The Return of The Living Dead drinking game? Why not?! #TheReturnofTheLivingDead   #MattDonato #DonatoBomb #BunkerAlert #DonatoBombsBunker #FilmCritic #MovieReview #Film #Movie #Critic #Horror @LinneaQuigley @DoNatoBomb @DreadCentral #JustGonnaSendIt https://t.co/KiYeJrNlrT",-1
"2910","The film is not perfect but the real life story is absolutely riveting while the film is just entertaining. 8.1/10 #MollysGame #Film #Drama #Critic 

https://t.co/gDr5COzsuy

https://t.co/IiIHSWU1Zy

https://t.co/48Q9TIOWi0",1
"2911","review of Ready Player One (2018). #wordpress #film #blog #cinema #review #readyplayerone #critic #movie https://t.co/Ujd8M2sU1F https://t.co/5MdvtqIJZh",-1
"2912","review of Acrimony (2018). #wordpress #blog #cinema #movie #acrimony #film #critic #review https://t.co/ZPnOWPRSEi https://t.co/wq32Hi45rJ",-1
